id,timestamp,value
1,10,159
2,10,298
3,10,84
4,10,136
5,10,126
6,10,51
7,10,168
8,10,12
9,10,23
10,10,103
11,10,220
12,10,35
13,10,299
14,10,235
15,10,135
16,10,155
17,10,35
18,10,184
19,10,282
20,10,20
21,10,213
22,10,111
23,10,186
24,10,95
25,10,216
26,10,95
27,10,80
28,10,77
29,10,222
30,10,14
31,10,93
32,10,228
33,10,164
34,10,177
35,10,139
36,10,255
37,10,118
38,10,249
39,10,124
40,10,58
41,10,113
42,10,79
43,10,173
44,10,166
45,10,17
46,10,179
47,10,177
48,10,3
49,10,138
50,10,94
51,10,93
52,10,2
53,10,279
54,10,4
55,10,294
56,10,200
57,10,13
58,10,220
59,10,289
60,10,188
61,10,213
62,10,167
63,10,206
64,10,197
65,10,94
66,10,190
67,10,62
68,10,287
69,10,84
70,10,43
71,10,83
72,10,36
73,10,249
74,10,75
75,10,165
76,10,35
77,10,61
78,10,138
79,10,128
80,10,183
81,10,179
82,10,0
83,10,122
84,10,60
85,10,216
86,10,198
87,10,27
88,10,88
89,10,250
90,10,195
91,10,120
92,10,221
93,10,122
94,10,112
95,10,265
96,10,20
97,10,156
98,10,56
99,10,42
100,10,21
101,10,65
102,10,193
103,10,193
104,10,64
105,10,280
106,10,245
107,10,186
108,10,215
109,10,151
110,10,231
111,10,92
112,10,227
113,10,38
114,10,295
115,10,186
116,10,155
117,10,127
118,10,293
119,10,163
120,10,223
121,10,194
122,10,203
123,10,32
124,10,62
125,10,153
126,10,255
127,10,219
128,10,167
129,10,3
130,10,141
131,10,186
132,10,99
133,10,103
134,10,17
135,10,100
136,10,111
137,10,232
138,10,140
139,10,181
140,10,264
141,10,91
142,10,25
143,10,5
144,10,284
145,10,238
146,10,269
147,10,96
148,10,285
149,10,120
150,10,131
151,10,200
152,10,66
153,10,78
154,10,192
155,10,229
156,10,232
157,10,294
158,10,234
159,10,175
160,10,190
161,10,76
162,10,237
163,10,51
164,10,16
165,10,223
166,10,233
167,10,188
