id,timestamp,value
1,10,14
2,10,236
3,10,294
4,10,177
5,10,114
6,10,35
7,10,103
8,10,216
9,10,266
10,10,133
11,10,228
12,10,230
13,10,150
14,10,156
15,10,141
16,10,189
17,10,39
18,10,274
19,10,178
20,10,122
21,10,208
22,10,10
23,10,122
24,10,140
25,10,186
26,10,65
27,10,106
28,10,291
29,10,154
30,10,287
31,10,215
32,10,207
33,10,59
34,10,240
35,10,216
36,10,22
37,10,29
38,10,199
39,10,185
40,10,115
41,10,13
42,10,179
43,10,102
44,10,231
45,10,111
46,10,91
47,10,175
48,10,238
49,10,205
50,10,144
51,10,86
52,10,269
53,10,265
54,10,47
55,10,212
56,10,87
57,10,223
58,10,225
59,10,250
60,10,157
61,10,275
62,10,186
63,10,147
64,10,160
65,10,36
66,10,126
67,10,15
68,10,109
69,10,96
70,10,127
71,10,67
72,10,258
73,10,75
74,10,51
75,10,245
76,10,57
77,10,113
78,10,156
79,10,152
80,10,237
81,10,106
82,10,53
83,10,167
84,10,102
85,10,254
86,10,117
87,10,47
88,10,243
89,10,284
90,10,112
91,10,297
92,10,133
93,10,125
94,10,124
95,10,145
96,10,241
97,10,272
98,10,109
99,10,183
100,10,36
101,10,154
102,10,131
103,10,210
104,10,86
105,10,270
106,10,238
107,10,130
108,10,185
109,10,126
110,10,76
111,10,140
112,10,280
113,10,12
114,10,194
115,10,19
116,10,294
117,10,4
118,10,213
119,10,43
120,10,106
121,10,5
122,10,193
123,10,145
124,10,36
125,10,181
126,10,127
127,10,200
128,10,30
129,10,244
130,10,152
131,10,206
132,10,96
133,10,161
134,10,55
135,10,282
136,10,232
137,10,262
138,10,54
139,10,252
140,10,146
141,10,101
142,10,93
143,10,158
144,10,269
145,10,10
146,10,252
147,10,137
148,10,223
149,10,190
150,10,18
151,10,178
152,10,206
153,10,100
154,10,205
155,10,103
156,10,193
157,10,252
158,10,250
159,10,100
160,10,97
161,10,280
162,10,252
163,10,190
164,10,269
165,10,277
166,10,189
167,10,61
168,10,237
169,10,167
170,10,275
171,10,34
172,10,236
173,10,25
174,10,264
175,10,124
176,10,56
177,10,173
178,10,273
179,10,134
180,10,159
181,10,136
182,10,119
183,10,231
184,10,278
185,10,206
186,10,31
187,10,227
188,10,282
189,10,292
190,10,240
191,10,250
192,10,18
193,10,54
194,10,269
195,10,294
196,10,197
197,10,111
198,10,62
199,10,159
200,10,66
201,10,29
202,10,248
203,10,77
204,10,65
205,10,122
206,10,104
207,10,172
208,10,199
209,10,67
210,10,283
211,10,140
212,10,234
213,10,144
214,10,146
215,10,22
216,10,157
217,10,274
218,10,296
219,10,54
220,10,238
221,10,19
222,10,11
223,10,256
224,10,97
225,10,152
226,10,217
227,10,232
228,10,157
229,10,69
230,10,141
231,10,256
232,10,294
233,10,219
234,10,95
235,10,7
236,10,222
237,10,287
238,10,2
239,10,250
240,10,164
241,10,53
242,10,236
243,10,114
244,10,193
245,10,108
246,10,106
247,10,152
248,10,286
249,10,58
250,10,26
251,10,126
252,10,45
253,10,243
254,10,267
255,10,121
256,10,151
257,10,183
258,10,188
259,10,216
260,10,294
261,10,164
262,10,165
263,10,154
264,10,255
265,10,272
266,10,78
267,10,233
268,10,247
269,10,272
270,10,137
271,10,131
272,10,173
273,10,99
274,10,178
275,10,41
276,10,62
277,10,10
278,10,157
279,10,37
280,10,54
281,10,284
282,10,230
283,10,33
284,10,253
285,10,6
286,10,9
287,10,240
288,10,281
289,10,80
290,10,43
291,10,221
292,10,140
293,10,131
294,10,267
295,10,282
296,10,253
297,10,270
298,10,117
299,10,38
300,10,201
301,10,284
302,10,246
303,10,170
304,10,127
305,10,277
306,10,215
